0,962
1,954
2,966
3,939
4,961
5,900
6,957
7,969
8,940
9,919
10,943
11,999
12,905
13,994
14,997
15,981
16,940
17,963
18,959
19,957
20,968
21,939
22,999
23,985
24,938
25,992
26,909
27,987
28,961
29,973
30,918
31,952
32,928
33,984
34,976
35,964
36,989
37,929
38,962
39,935
40,985
41,972
42,945
43,942
44,926
45,970
46,978
47,967
48,985
49,945
50,994
51,991
52,972
53,920
54,935
55,923
56,928
57,984
58,936
59,963
60,975
61,986
62,1000
63,930
64,942
65,988
66,984
67,975
68,997
69,950
70,968
71,935
72,946
73,935
74,969
75,946
76,980
77,982
78,950
79,964
80,963
81,931
82,982
83,962
84,972
85,899
86,994
87,974
88,908
89,974
90,982
91,981
92,998
93,947
94,950
95,975
96,945
97,960
98,901
99,967
100,995
101,955
102,961
103,935
104,973
105,973
106,919
107,972
108,977
109,937
110,971
111,994
112,968
113,977
114,961
115,975
116,938
117,957
118,906
119,978
120,985
121,949
122,980
123,945
124,942
125,929
126,971
127,951
128,979
129,977
130,979
131,934
132,958
133,920
134,974
135,920
136,992
137,961
138,984
139,940
140,996
141,954
142,961
143,985
144,964
145,935
146,967
147,924
148,936
149,957
150,952
151,937
152,926
153,990
154,988
155,945
156,963
157,938
158,911
159,968
160,962
161,946
162,978
163,990
164,963
165,994
166,987
167,981
168,989
169,944
170,955
171,988
172,924
173,1000
174,971
175,926
176,927
177,982
178,951
179,926
180,944
181,975
182,985
183,942
184,992
185,952
186,930
187,933
188,957
189,928
190,967
191,956
192,948
193,985
194,1000
195,936
196,994
197,928
198,970
199,955
200,932
201,913
202,958
203,977
204,937
205,933
206,957
207,959
208,975
209,998
210,938
211,949
212,968
213,927
214,976
215,932
216,993
217,947
218,968
219,962
220,998
221,940
222,961
223,969
224,964
225,932
226,988
227,926
228,921
229,964
230,999
231,997
232,973
233,938
234,981
235,953
236,996
237,955
238,987
239,958
240,989
241,969
242,926
243,956
244,979
245,881
246,932
247,982
248,941
249,969
250,958
251,953
252,885
253,994
254,982
255,945
256,887
257,906
258,993
259,964
260,945
261,998
262,919
263,985
264,950
265,922
266,952
267,944
268,923
269,1000
270,961
271,952
272,996
273,934
274,936
275,921
276,971
277,920
278,967
279,958
280,962
281,965
282,950
283,990
284,977
285,993
286,953
287,996
288,928
289,952
290,987
291,976
292,906
293,987
294,997
295,972
296,961
297,916
298,964
299,930
300,996
301,956
302,954
303,939
304,944
305,998
306,956
307,962
308,957
309,980
310,977
311,990
312,952
313,930
314,922
315,997
316,954
317,961
318,967
319,960
320,977
321,971
322,955
323,958
324,938
325,983
326,940
327,957
328,979
329,950
330,949
331,945
332,975
333,990
334,928
335,916
336,935
337,955
338,967
339,966
340,964
341,928
342,929
343,941
344,995
345,995
346,987
347,984
348,953
349,967
350,955
351,979
352,957
353,915
354,995
355,999
356,933
357,958
358,959
359,935
360,951
361,930
362,954
363,954
364,937
365,959
366,982
367,957
368,939
369,999
370,948
371,906
372,960
373,955
374,948
375,956
376,952
377,973
378,992
379,937
380,960
381,978
382,941
383,986
384,986
385,943
386,932
387,990
388,941
389,961
390,995
391,984
392,977
393,969
394,973
395,966
396,906
397,950
398,970
399,934
400,980
401,936
402,901
403,981
404,960
405,927
406,994
407,958
408,991
409,923
410,970
411,970
412,997
413,951
414,979
415,912
416,954
417,997
418,992
419,977
420,963
421,946
422,898
423,988
424,963
425,989
426,946
427,961
428,987
429,941
430,972
431,982
432,977
433,939
434,988
435,956
436,973
437,979
438,941
439,990
440,980
441,976
442,967
443,919
444,946
445,966
446,932
447,917
448,973
449,997
450,967
451,952
452,987
453,944
454,905
455,938
456,991
457,993
458,970
459,964
460,979
461,926
462,969
463,956
464,962
465,939
466,951
467,931
468,977
469,966
470,875
471,937
472,970
473,972
474,994
475,917
476,952
477,992
478,942
479,979
480,995
481,993
482,965
483,957
484,931
485,907
486,964
487,984
488,961
489,985
490,957
491,951
492,951
493,956
494,978
495,958
496,989
497,943
498,996
499,972
500,939
501,957
502,906
503,969
504,953
505,966
506,969
507,994
508,974
509,959
510,930
511,990
512,969
513,940
514,928
515,983
516,928
517,962
518,986
519,927
520,921
521,967
522,939
523,922
524,919
525,939
526,936
527,957
528,924
529,960
530,959
531,986
532,926
533,970
534,989
535,983
536,990
537,919
538,976
539,950
540,981
541,987
542,976
543,947
544,938
545,982
546,997
547,940
548,994
549,976
550,918
551,960
552,962
553,961
554,949
555,982
556,927
557,983
558,932
559,978
560,984
561,968
562,966
563,964
564,975
565,999
566,935
567,961
568,943
569,948
570,983
571,947
572,952
573,980
574,994
575,920
576,989
577,955
578,941
579,977
580,990
581,937
582,975
583,999
584,973
585,921
586,941
587,970
588,988
589,954
590,985
591,1000
592,964
593,966
594,967
595,980
596,931
597,975
598,963
599,984
600,993
601,982
602,945
603,942
604,959
605,988
606,973
607,988
608,918
609,971
610,958
611,994
612,983
613,980
614,959
615,916
616,971
617,962
618,956
619,966
620,949
621,916
622,972
623,962
624,937
625,960
626,949
627,991
628,928
629,938
630,971
631,966
632,941
633,977
634,919
635,964
636,962
637,960
638,974
639,924
640,952
641,920
642,984
643,992
644,981
645,970
646,993
647,945
648,990
649,964
650,971
651,964
652,915
653,985
654,986
655,966
656,986
657,943
658,976
659,976
660,957
661,923
662,919
663,957
664,992
665,901
666,957
667,933
668,995
669,991
670,995
671,925
672,975
673,944
674,902
675,958
676,961
677,1000
678,988
679,963
680,961
681,979
682,964
683,974
684,949
685,987
686,994
687,969
688,981
689,921
690,983
691,943
692,946
693,987
694,967
695,911
696,928
697,989
698,935
699,979
700,894
701,957
702,958
703,982
704,991
705,989
706,938
707,941
708,930
709,969
710,974
711,917
712,991
713,960
714,967
715,996
716,931
717,920
718,972
719,995
720,962
721,984
722,976
723,985
724,986
725,974
726,983
727,908
728,961
729,932
730,920
731,987
732,998
733,980
734,960
735,944
736,959
737,992
738,939
739,989
740,994
741,988
742,940
743,951
744,942
745,928
746,957
747,960
748,981
749,965
750,947
751,912
