4271,540,625,1162
5655,539,626,1162
11673,536,635,1162
12115,544,635,1162
13431,542,625,1162
16037,543,625,1162
18442,538,628,1162
18857,539,630,1162
20376,533,634,1162
23548,536,640,1162
24369,537,627,1162
27603,534,626,1162
43720,542,631,1162
45412,540,633,1162
51644,545,640,1162
53810,543,638,1162
58408,546,634,1162
59219,538,630,1162
60328,536,637,1162
62682,541,638,1162
71411,533,625,1162
72245,532,630,1162
77482,535,636,1162
78904,533,638,1162
79338,536,634,1162
82976,546,639,1162
87604,532,629,1162
92547,545,633,1162
95115,545,640,1162
101128,537,639,1162
102836,539,636,1162
103062,540,626,1162
107543,543,634,1162
112634,536,640,1162
115585,542,629,1162
115773,544,631,1162
121507,538,639,1162
124021,542,640,1162
130044,540,629,1162
131065,540,634,1162
133727,536,637,1162
138425,532,635,1162
143603,542,626,1162
145586,532,632,1162
163681,540,625,1162
174988,537,631,1162
177646,537,637,1162
186332,536,626,1162
189911,540,639,1162
194275,546,627,1162
197979,533,636,1162
208119,545,628,1162
208200,537,627,1162
214687,538,637,1162
218480,537,631,1162
226579,546,640,1162
228632,538,633,1162
231066,535,626,1162
236462,545,637,1162
238114,547,630,1162
238571,534,633,1162
241298,539,629,1162
244659,540,629,1162
249899,543,634,1162
250514,545,632,1162
252435,537,630,1162
253713,539,630,1162
257505,539,625,1162
258919,540,625,1162
260660,535,633,1162
261838,536,631,1162
273841,546,628,1162
273865,547,635,1162
275744,546,640,1162
280924,545,627,1162
283372,545,631,1162
289734,536,632,1162
289940,533,626,1162
291968,540,636,1162
307135,540,627,1162
310103,547,639,1162
311841,542,629,1162
320912,534,628,1162
326708,540,632,1162
330688,545,628,1162
331572,545,625,1162
343584,536,635,1162
346292,547,627,1162
355734,545,638,1162
355782,544,639,1162
360013,541,627,1162
362167,546,625,1162
363793,535,627,1162
365765,535,634,1162
369454,540,625,1162
369605,543,631,1162
371762,533,636,1162
377881,536,626,1162
380158,539,626,1162
381148,543,631,1162
387391,545,631,1162
397511,538,634,1162
398620,542,630,1162
401991,546,631,1162
412960,535,626,1162
423805,544,636,1162
426127,535,635,1162
428899,536,636,1162
436330,544,636,1162
446964,545,639,1162
448255,539,625,1162
448291,533,640,1162
461345,547,637,1162
462133,537,638,1162
467474,541,631,1162
469347,544,627,1162
469718,535,638,1162
472029,539,640,1162
474465,539,639,1162
475710,539,630,1162
475782,542,639,1162
476858,545,628,1162
480204,536,639,1162
483614,541,635,1162
486308,537,626,1162
496600,535,640,1162
497524,544,632,1162
504058,536,630,1162
505123,536,638,1162
519334,544,626,1162
522586,540,639,1162
522823,545,627,1162
531285,541,634,1162
532132,535,626,1162
532962,534,634,1162
538526,542,628,1162
541176,537,638,1162
541836,540,625,1162
542074,542,630,1162
550378,535,639,1162
552112,537,634,1162
555287,538,629,1162
558352,532,635,1162
561095,543,631,1162
566354,534,633,1162
574806,534,628,1162
578768,535,638,1162
579912,541,638,1162
585906,542,628,1162
587152,540,640,1162
589522,533,639,1162
592112,543,630,1162
592647,544,630,1162
594002,540,628,1162
603524,538,639,1162
603586,532,627,1162
606130,545,626,1162
608325,540,637,1162
622020,542,626,1162
636024,534,625,1162
638835,541,626,1162
639297,543,629,1162
641529,545,633,1162
645082,546,627,1162
647809,542,634,1162
652236,535,629,1162
653736,535,630,1162
655343,544,637,1162
661262,533,630,1162
661382,542,626,1162
673621,541,625,1162
673781,539,625,1162
677283,546,629,1162
679120,547,634,1162
681761,534,625,1162
689458,536,626,1162
690962,540,636,1162
695058,546,631,1162
697725,541,633,1162
700050,532,625,1162
700381,542,634,1162
733641,547,638,1162
744906,538,626,1162
748254,538,629,1162
749811,533,638,1162
751021,535,628,1162
751823,542,640,1162
755844,545,634,1162
758103,533,626,1162
763549,542,635,1162
767979,534,639,1162
768300,540,633,1162
770213,536,635,1162
774012,538,628,1162
775645,544,627,1162
775761,534,625,1162
776284,537,632,1162
781960,542,636,1162
793840,536,631,1162
800922,547,632,1162
803414,543,625,1162
808785,540,640,1162
811074,545,635,1162
815119,545,635,1162
815166,547,635,1162
821622,532,634,1162
828647,544,638,1162
834587,545,625,1162
837249,543,625,1162
841375,537,637,1162
845946,539,627,1162
863011,533,631,1162
865001,538,631,1162
870589,535,635,1162
870690,537,637,1162
870883,546,634,1162
873161,539,638,1162
877115,542,636,1162
877855,546,635,1162
880537,543,627,1162
889148,546,626,1162
892163,534,629,1162
893884,541,627,1162
894482,537,635,1162
903333,542,639,1162
904001,547,634,1162
904517,547,627,1162
913397,536,640,1162
918129,547,632,1162
919047,542,628,1162
921910,537,628,1162
927152,532,631,1162
927799,539,629,1162
934668,545,633,1162
938417,542,629,1162
939778,532,630,1162
940803,544,636,1162
945871,533,626,1162
947928,546,639,1162
952754,537,631,1162
955521,533,638,1162
959854,532,628,1162
960580,533,628,1162
963464,536,627,1162
965131,533,640,1162
966087,532,634,1162
968134,532,627,1162
970051,538,633,1162
971668,543,625,1162
972749,539,635,1162
974467,542,632,1162
974752,534,638,1162
979395,540,637,1162
982380,533,628,1162
989060,537,629,1162
990268,535,639,1162
994393,537,635,1162
