3885,721,653,1184
5400,731,645,1184
9263,721,651,1184
9732,722,656,1184
19605,727,652,1184
20574,729,645,1184
21854,720,653,1184
27647,731,654,1184
28275,733,645,1184
28937,726,653,1184
29819,721,647,1184
44529,727,649,1184
46695,733,651,1184
58923,722,644,1184
59096,722,652,1184
59277,725,655,1184
59568,724,641,1184
61976,719,649,1184
68596,720,642,1184
72671,720,642,1184
77085,721,649,1184
79599,719,652,1184
81608,719,654,1184
83070,732,654,1184
91304,719,645,1184
91777,734,653,1184
93188,734,646,1184
96273,719,649,1184
96966,734,648,1184
98289,727,643,1184
101690,726,655,1184
104187,734,651,1184
107405,729,641,1184
108359,723,652,1184
109452,730,651,1184
110701,722,648,1184
111526,726,651,1184
115008,733,641,1184
135726,730,642,1184
139798,720,652,1184
144804,734,647,1184
147710,727,647,1184
162664,728,646,1184
166198,730,642,1184
169839,722,656,1184
177568,726,645,1184
179201,726,652,1184
195002,727,656,1184
196457,725,656,1184
196781,730,645,1184
201698,732,652,1184
202796,724,654,1184
211203,722,653,1184
212334,726,656,1184
219019,721,652,1184
225236,719,642,1184
233800,731,644,1184
234909,724,652,1184
239620,734,646,1184
249207,720,650,1184
250546,726,650,1184
258079,725,653,1184
268336,729,641,1184
269040,729,648,1184
269199,734,646,1184
274525,729,656,1184
275199,724,651,1184
281368,729,643,1184
287660,723,644,1184
288248,719,643,1184
288811,733,643,1184
299019,732,650,1184
299573,721,646,1184
301159,730,645,1184
302428,722,653,1184
315626,720,647,1184
316410,719,652,1184
330892,720,653,1184
337199,724,646,1184
338585,724,646,1184
351200,722,646,1184
360374,728,653,1184
360686,723,655,1184
364513,721,652,1184
367125,734,641,1184
367912,730,641,1184
376513,731,653,1184
393232,721,655,1184
394584,733,643,1184
394910,733,652,1184
401503,722,645,1184
412787,732,641,1184
420797,720,654,1184
424352,731,651,1184
429452,732,651,1184
439890,723,653,1184
440616,727,652,1184
444283,722,652,1184
445533,726,647,1184
446999,734,646,1184
452948,732,652,1184
453171,720,656,1184
455037,734,648,1184
459296,733,644,1184
460083,726,651,1184
463356,729,651,1184
466735,719,650,1184
468926,719,643,1184
477014,721,650,1184
478016,723,641,1184
482403,724,651,1184
490129,721,654,1184
492078,721,642,1184
498905,728,644,1184
503125,730,643,1184
503930,719,652,1184
505134,729,646,1184
511078,725,641,1184
512865,722,645,1184
513481,720,641,1184
515723,726,656,1184
516865,732,645,1184
519437,726,646,1184
519843,732,656,1184
521473,734,647,1184
526827,722,648,1184
531652,729,649,1184
531959,733,643,1184
533128,733,642,1184
538668,734,647,1184
541233,731,656,1184
552488,719,644,1184
560107,723,647,1184
561201,733,647,1184
565373,725,641,1184
569375,727,654,1184
574968,731,654,1184
575999,726,650,1184
580500,733,653,1184
592351,730,648,1184
592977,721,651,1184
597787,722,649,1184
603782,734,641,1184
604178,719,652,1184
604186,733,644,1184
607155,733,656,1184
607786,725,653,1184
611875,733,655,1184
613749,721,648,1184
622084,724,652,1184
623842,729,654,1184
625308,723,644,1184
626421,731,656,1184
627498,731,653,1184
630285,733,653,1184
638873,723,645,1184
639714,729,645,1184
642265,726,647,1184
644610,722,641,1184
645759,731,646,1184
647816,728,648,1184
649977,723,646,1184
650292,726,644,1184
652310,721,650,1184
664538,719,650,1184
665120,728,656,1184
669202,721,652,1184
670203,722,649,1184
677201,725,641,1184
681945,734,648,1184
682483,720,647,1184
692721,727,643,1184
693227,726,653,1184
698801,728,649,1184
698814,734,646,1184
705166,729,644,1184
712618,725,642,1184
714673,733,652,1184
715308,724,652,1184
716073,720,642,1184
720091,732,656,1184
720149,721,645,1184
738744,731,651,1184
739287,723,651,1184
739742,731,643,1184
742538,729,643,1184
750666,721,644,1184
754360,723,656,1184
754392,733,652,1184
754604,723,655,1184
755480,724,643,1184
757900,723,642,1184
758326,734,644,1184
760280,728,647,1184
760355,721,647,1184
761726,734,641,1184
761760,733,649,1184
775551,734,645,1184
778486,725,648,1184
784857,734,642,1184
786068,721,654,1184
792412,730,642,1184
796358,728,641,1184
797324,720,647,1184
800232,723,654,1184
808722,729,651,1184
836714,725,653,1184
837276,731,655,1184
838304,727,651,1184
840959,733,649,1184
842568,724,650,1184
849713,721,648,1184
850620,722,643,1184
851439,727,655,1184
864537,732,649,1184
865333,731,648,1184
869183,732,643,1184
878249,722,651,1184
882927,724,648,1184
889500,725,646,1184
895100,719,648,1184
899477,725,649,1184
900728,728,654,1184
912931,719,651,1184
919328,734,653,1184
923224,734,642,1184
925693,733,649,1184
927384,734,651,1184
932352,731,652,1184
934420,721,648,1184
935715,722,645,1184
942100,730,643,1184
944567,723,654,1184
945486,721,644,1184
955085,733,643,1184
961430,724,645,1184
964127,726,647,1184
965643,726,654,1184
976003,724,644,1184
980346,734,641,1184
981178,725,650,1184
983680,732,646,1184
996087,728,644,1184
996280,726,643,1184
998722,724,655,1184
999446,731,652,1184
